movieCd,title,link,image,userRating
20183584,<b>메가로돈</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152661_P02_173353.jpg,5.87
20183584,<b>메가로돈</b>: 거대 상어의 습격,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182619,https://ssl.pstatic.net/imgmovie/mdi/mit110/1826/182619_P01_175541.jpg,1.71
20187657,<b>마일 22</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171499,https://ssl.pstatic.net/imgmovie/mdi/mit110/1714/171499_P38_160259.jpg,7.41
20187427,<b>명탐정 코난 : 제로의 집행인</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=173019,https://ssl.pstatic.net/imgmovie/mdi/mit110/1730/173019_P30_150613.jpg,9.07
20186501,<b>극장판 헬로카봇 : 백악기 시대</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175727,https://ssl.pstatic.net/imgmovie/mdi/mit110/1757/175727_P08_154401.jpg,9.23
20183361,<b>인크레더블 2</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136990,https://ssl.pstatic.net/imgmovie/mdi/mit110/1369/136990_P27_140604.jpg,9.23
20185242,<b>신비아파트: 금빛 도깨비와 비밀의 동굴</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174805,https://ssl.pstatic.net/imgmovie/mdi/mit110/1748/174805_P12_100714.jpg,8.72
20186121,<b>어느 가족</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172174,https://ssl.pstatic.net/imgmovie/mdi/mit110/1721/172174_P20_110537.jpg,9.21
20170942,<b>인랑</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109906,https://ssl.pstatic.net/imgmovie/mdi/mit110/1099/109906_P00_103901.jpg,3.85
20180522,<b>앤트맨과 와스프</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144330,https://ssl.pstatic.net/imgmovie/mdi/mit110/1443/144330_P05_110325.jpg,8.62
20185341,<b>마녀</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175322,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175322_P98_135944.jpg,8.18
20185341,라플라스의 <b>마녀</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159863,https://ssl.pstatic.net/imgmovie/mdi/mit110/1598/159863_P09_105913.jpg,5.71
20185341,컨저링 : <b>마녀</b>의 인형,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175317,https://ssl.pstatic.net/imgmovie/mdi/mit110/1753/175317_P01_152353.jpg,2.40
20185341,<b>마녀</b>: 소녀의 비밀,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186660,https://ssl.pstatic.net/imgmovie/mdi/mit110/1866/186660_P01_180233.jpg,0.00
20185341,<b>마녀</b> 사냥꾼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=177846,https://ssl.pstatic.net/imgmovie/mdi/mit110/1778/177846_P01_113818.jpg,0.00
20185341,<b>마녀</b>가 되고 싶어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174745,https://ssl.pstatic.net/imgmovie/mdi/mit110/1747/174745_P01_113255.jpg,0.00
20185341,과부 <b>마녀</b>,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172667,https://ssl.pstatic.net/imgmovie/mdi/mit110/1726/172667_P01_181254.jpg,0.00
20185341,<b>마녀</b>의 저주,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181084,https://ssl.pstatic.net/imgmovie/mdi/mit110/1810/181084_P01_150352.jpg,0.00
